"external_id","source_system","record_type","country_code","provider_name","legal_name","ico","id_zz","primary_specialty","kod_pzs_primary","kod_pzs_all","kod_pzs_count","kod_pzs_description","weekly_office_hours","insurance_vszp","insurance_dovera","insurance_union","street","building_number","orientation_number","city","district","region","country","address_full","primary_phone","phone_2","phone_3","phone_4","phone_5","phone_6","phones_all","primary_email","email_2","email_3","email_4","email_5","emails_all","primary_contact_person","contact_person_2","contact_person_3","contact_person_4","contact_person_5","contact_person_6","contact_persons_all","website_primary","websites_all","source_urls","source_files","notes","contact_enriched_from_web","contact_enriched_source_url","contact_enriched_note","import_tags","data_quality_flags"
"63-43890849-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNIVA s.r.o.","GYNIVA s.r.o.","43890849","63-43890849-A0001","gynecology_obstetrics","P46822009201","P46822009201","1","P46822009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","42.5","1","1","1","Tatranská","293","","Považská Bystrica","Považská Bystrica","TN","SK","Tatranská 293, Považská Bystrica, Považská Bystrica, TN, SK","421911899424","421424340367","","","","","421911899424 | 421424340367","","","","","","","MUDr. Ivana Majtanová","Bc. Katarína Faturová","","","","","MUDr. Ivana Majtanová | Bc. Katarína Faturová","","","e-vuc.sk GYNIVA Považská Bystrica | zzz.sk GYNIVA | azet.sk GYNIVA","gyn_next_10_completed_batch9_with_persons.csv | gyn_combined_consolidated.csv","e-VÚC uvádza osoby a mobil; ZZZ uvádza aj pevnú linku.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"61-44319207-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Gynja s. r. o.","Gynja s. r. o.","44319207","61-44319207-A0001","gynecology_obstetrics","P16519009201","P16519009201","1","P16519009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Mýtna","2886","5","Bratislava - mestská časť Staré Mesto","Bratislava I","BA","SK","Mýtna 2886/5, Bratislava - mestská časť Staré Mesto, Bratislava I, BA, SK","421257786218","","","","","","421257786218","","","","","","","MUDr. Miroslava Dubčáková","Mgr. Alexandra Deáková","","","","","MUDr. Miroslava Dubčáková | Mgr. Alexandra Deáková","","","e-vuc.sk Gynja | zzz.sk GYNJA | poliklinikamytna.sk gynekológia","gyn_next_10_completed_batch9_with_persons.csv | gyn_combined_consolidated.csv","e-VÚC a ZZZ potvrdzujú poskytovateľa, osoby a telefón; e-mail som nespoľahlivo nepotvrdil.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"67-50398031-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNJOMI s.r.o.","GYNJOMI s.r.o.","50398031","67-50398031-A0001","gynecology_obstetrics","P92040009201","P92040009201","1","P92040009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Obrancov mieru","351","","Humenné","Humenné","PO","SK","Obrancov mieru 351, Humenné, Humenné, PO, SK","421915452335","","","","","","421915452335","","","","","","","MUDr. Jozef Mikita","","","","","","MUDr. Jozef Mikita","https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/humenne/primarna-gynekologicko-porodnicka-ambulancia-humenne-gynjomi.html?page_id=97887","https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/humenne/primarna-gynekologicko-porodnicka-ambulancia-humenne-gynjomi.html?page_id=97887","https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/humenne/primarna-gynekologicko-porodnicka-ambulancia-humenne-gynjomi.html?page_id=97887","gyn_rows_281_290_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"66-36855464-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNKA s. r. o.","GYNKA s. r. o.","36855464","66-36855464-A0001","gynecology_obstetrics","P49183009203","P49183009203 | P49183247201","2","P49183009203 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 03 | P49183247201 – ultrazvuk v gynekológii a pôrodníctve; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","10","1","1","1","J. Jesenia","168","4","Dudince","Krupina","BB","SK","J. Jesenia 168/4, Dudince, Krupina, BB, SK","421903918075","421455583464","421455512185","421911123896","","","421903918075 | 421455583464 | 421455512185 | 421911123896","","","","","","","MUDr. Katarína Andrejčáková","","","","","","MUDr. Katarína Andrejčáková","","","Zoznam.sk | e-VÚC GYNKA Dudince | Mesto Dudince ambulancie | Národný zdravotný register","gyn_next_10_completed_batch10_with_persons.csv | gyn_combined_consolidated.csv","E-mail sa nepodarilo spoľahlivo potvrdiť; čísla sú z viacerých verejných zdrojov.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"67-36511161-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNKAL, s.r.o.","GYNKAL, s.r.o.","36511161","67-36511161-A0001","gynecology_obstetrics","N29191009201","N29191009201","1","N29191009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","32.5","1","1","1","Dlhý rad","1433","30","Bardejov","Bardejov","PO","SK","Dlhý rad 1433/30, Bardejov, Bardejov, PO, SK","421544729822","421918157070","","","","","421544729822 | 421918157070","gynkal@zoznam.sk","","","","","gynkal@zoznam.sk","MUDr. Vasiľ Kalist","","","","","","MUDr. Vasiľ Kalist","","","Vysetrenie.sk | e-VÚC GYNKAL Bardejov | Azet | Národný zdravotný register","gyn_next_10_completed_batch10_with_persons.csv | gyn_combined_consolidated.csv","e-VÚC potvrdzuje identifikátor a pevnú linku; mobil a e-mail doplnené z verejných profilov.","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"68-53831471-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GynKE s.r.o.","GynKE s.r.o.","53831471","68-53831471-A0001","gynecology_obstetrics","P21858009201","P21858009201","1","P21858009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","32.5","1","1","1","Národná trieda","214","27","Košice - mestská časť Sever","Košice I","KE","SK","Národná trieda 214/27, Košice - mestská časť Sever, Košice I, KE, SK","421557289095","","","","","","421557289095","","","","","","","MUDr. Richard Matyi","","","","","","MUDr. Richard Matyi","","","e-VÚC GynKE Košice-Sever | Azet","gyn_next_10_completed_batch10_with_persons.csv | gyn_combined_consolidated.csv","E-mail sa nepodarilo spoľahlivo potvrdiť.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"68-45533300-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNKO, s. r. o.","GYNKO, s. r. o.","45533300","68-45533300-A0001","gynecology_obstetrics","P72967009201","P72967009201 | P72967247201","2","P72967009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01 | P72967247201 – ultrazvuk v gynekológii a pôrodníctve; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Rastislavova","786","45","Košice - mestská časť Juh","Košice IV","KE","SK","Rastislavova 786/45, Košice - mestská časť Juh, Košice IV, KE, SK","421556221132","421556221562","","","","","421556221132 | 421556221562","","","","","","","MUDr. Erik Benyovszky","Anna Čuchranová","","","","","MUDr. Erik Benyovszky | Anna Čuchranová","","","ZZZ.sk | e-VÚC GYNKO Košice-Juh","gyn_next_10_completed_batch10_with_persons.csv | gyn_combined_consolidated.csv","e-VÚC uvádza 055/6221132, ZZZ uvádza 055/6221562; e-mail sa nepodarilo spoľahlivo potvrdiť.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"67-46128476-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Gynkohum s.r.o.","Gynkohum s.r.o.","46128476","67-46128476-A0001","gynecology_obstetrics","P02973009201","P02973009201","1","P02973009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","","353","","Široké","Prešov","PO","SK","Široké, Prešov, PO, SK","421915497992","","","","","","421915497992","","","","","","","MUDr. Adriana Humeňanská","","","","","","MUDr. Adriana Humeňanská","","","ZZZ.sk | e-VÚC Gynkohum Široké | Dôvera poskytovatelia | obec Široké","gyn_next_10_completed_batch10_with_persons.csv | gyn_combined_consolidated.csv","E-mail sa nepodarilo spoľahlivo potvrdiť.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email | incomplete_address"
"64-36283606-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNKOM s.r.o.","GYNKOM s.r.o.","36283606","64-36283606-A0001","gynecology_obstetrics","P65783009201","P65783009201","1","P65783009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","40","1","1","1","Rákocziho ul.","3125","","Komárno","Komárno","NR","SK","Rákocziho ul. 3125, Komárno, Komárno, NR, SK","421357732443","421914122144","421911505000","","","","421357732443 | 421914122144 | 421911505000","info@gynkom.sk","","","","","info@gynkom.sk","MUDr. Zoltán Hegedűs / Hegedus","MUDr. Szilárd Ipóth","Mgr. Tímea Hegedusová","","","","MUDr. Zoltán Hegedűs / Hegedus | MUDr. Szilárd Ipóth | Mgr. Tímea Hegedusová","","","GYNKOM.sk kontakt | Zoznam.sk | e-VÚC GYNKOM Komárno | Azet","gyn_next_10_completed_batch10_with_persons.csv | gyn_combined_consolidated.csv","Mená ponechané podľa verejných zdrojov; diakritika sa v zdrojoch líši.","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"61-47596406-A0002","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Gynkomed spol. s r. o.","Gynkomed spol. s r. o.","47596406","61-47596406-A0002","gynecology_obstetrics","P72504009202","P72504009202","1","P72504009202 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 02","33.5","1","1","0","Roľnícka","9231","1","Bratislava - mestská časť Vajnory","Bratislava III","BA","SK","Roľnícka 9231/1, Bratislava - mestská časť Vajnory, Bratislava III, BA, SK","421948551145","","","","","","421948551145","info@gynkomed.sk","","","","","info@gynkomed.sk","MUDr. Miroslav Kotek","Mgr. Gabriela Koteková","","","","","MUDr. Miroslav Kotek | Mgr. Gabriela Koteková","","","gynkomed.sk kontakt | e-VÚC Gynkomed Vajnory | Azet","gyn_next_10_completed_batch10_with_persons.csv | gyn_combined_consolidated.csv","Osoby uvedené na oficiálnom webe v zastúpení spoločnosti.","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"68-36593401-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNKOR s.r.o.","GYNKOR s.r.o.","36593401","68-36593401-A0001","gynecology_obstetrics","P54538009201","P54538009201","1","P54538009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Maršala Koneva","985","1","Košice - mestská časť Dargovských hrdin","Košice III","KE","SK","Maršala Koneva 985/1, Košice - mestská časť Dargovských hrdin, Košice III, KE, SK","421556716092","421948899940","","","","","421556716092 | 421948899940","","","","","","","MUDr. Danka Nevická","","","","","","MUDr. Danka Nevická","","","Zoznam.sk | e-VÚC GYNKOR Košice-Dargovských hrdinov | Azet | Dôvera poskytovatelia","gyn_next_10_completed_batch10_with_persons.csv | gyn_combined_consolidated.csv","E-mail sa nepodarilo spoľahlivo potvrdiť.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"68-35961898-A0002","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNKOS, spol. s r.o.","GYNKOS, spol. s r.o.","35961898","68-35961898-A0002","gynecology_obstetrics","P03527009201","P03527009201","1","P03527009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","33","1","1","1","Moldavská cesta","","","Košice - mestská časť Juh","Košice IV","KE","SK","Moldavská cesta, Košice - mestská časť Juh, Košice IV, KE, SK","421556827461","","","","","","421556827461","gynkos@gmail.com","","","","","gynkos@gmail.com","MUDr. Adriana Vargová","","","","","","MUDr. Adriana Vargová","","","https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/kosice-iv/primarna-gynekologicko-porodnicka-ambulancia-mudr.-adriana-vargova-kosice-juh-gynkos-spol.-s-r.o..html?page_id=81150 | https://www.zzz.sk/zariadenie/12535-gynekologicko-porodnicka-ambulancia-gynkos-spol-s-ro-mudr-adriana-vargova | https://www.azet.sk/firma/337209/gynkos-spol-s-r-o/","gyn_rows_281_290_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"68-36203424-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNKV s.r.o.","GYNKV s.r.o.","36203424","68-36203424-A0001","gynecology_obstetrics","P47717009201","P47717009201","1","P47717009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","36.5","1","1","1","Toryská","1","","Košice - mestská časť Západ","Košice II","KE","SK","Toryská 1, Košice - mestská časť Západ, Košice II, KE, SK","421556444718","","","","","","421556444718","","","","","","","MUDr. Stanislav Kryspin","","","","","","MUDr. Stanislav Kryspin","https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/kosice-ii/primarna-gynekologicko-porodnicka-ambulancia-mudr.-stanislav-kryspin-kosice-zapad-gynkv.html?page_id=81682","https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/kosice-ii/primarna-gynekologicko-porodnicka-ambulancia-mudr.-stanislav-kryspin-kosice-zapad-gynkv.html?page_id=81682","https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/kosice-ii/primarna-gynekologicko-porodnicka-ambulancia-mudr.-stanislav-kryspin-kosice-zapad-gynkv.html?page_id=81682","gyn_rows_281_290_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"65-56706600-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GynLAND, s.r.o.","GynLAND, s.r.o.","56706600","65-56706600-A0001","gynecology_obstetrics","P09219009201","P09219009201","1","P09219009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","32","1","1","1","J. D. Matejovie","542","21","Liptovský Hrádok","Liptovský Mikuláš","ZA","SK","J. D. Matejovie 542/21, Liptovský Hrádok, Liptovský Mikuláš, ZA, SK","421445209230","","","","","","421445209230","","","","","","","MUDr. Ladislav Andreánsky","Mgr. Jana Krátká","","","","","MUDr. Ladislav Andreánsky | Mgr. Jana Krátká","","","e-VÚC GynLAND Liptovský Hrádok | telefónny zoznam mesta Liptovský Hrádok","gyn_next_10_completed_batch10_with_persons.csv | gyn_combined_consolidated.csv","E-mail sa nepodarilo spoľahlivo potvrdiť.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"68-36603716-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNLIFE, s. r. o.","GYNLIFE, s. r. o.","36603716","68-36603716-A0001","gynecology_obstetrics","P50612009201","P50612009201","1","P50612009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","31","1","1","1","Trieda SNP","457","1","Košice - mestská časť Západ","Košice II","KE","SK","Trieda SNP 457/1, Košice - mestská časť Západ, Košice II, KE, SK","421907516614","421556444315","","","","","421907516614 | 421556444315","gynlifeadam@gmail.com","","","","","gynlifeadam@gmail.com","MUDr. Ján Adam","Bc. Jana Adamová","","","","","MUDr. Ján Adam | Bc. Jana Adamová","","","ZZZ.sk | e-VÚC GYNLIFE Košice-Západ | Zlaté stránky","gyn_next_10_completed_batch10_with_persons.csv | gyn_combined_consolidated.csv","e-VÚC uvádza mobil spolu s e-mailom; Zlaté stránky dopĺňajú pevnú linku.","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"61-36358118-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNLINE s.r.o.","GYNLINE s.r.o.","36358118","61-36358118-A0001","gynecology_obstetrics","P87545009201","P87545009201","1","P87545009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","37","1","1","1","Ružinovská","4813","10","Bratislava - mestská časť Ružinov","Bratislava II","BA","SK","Ružinovská 4813/10, Bratislava - mestská časť Ružinov, Bratislava II, BA, SK","421248279474","421907793831","","","","","421248279474 | 421907793831","ambulancia@gynline.sk","infogynline123@gmail.com","gynline.ambulancia@gmail.com","","","ambulancia@gynline.sk | infogynline123@gmail.com | gynline.ambulancia@gmail.com","MUDr. Lenka Rybánska, PhD., MPH","MUDr. Eva Rybánska","MUDr. Zuzka Chválna","Marta Ďuricová","","","MUDr. Lenka Rybánska, PhD., MPH | MUDr. Eva Rybánska | MUDr. Zuzka Chválna | Marta Ďuricová","","","gynline.sk/kontakt | e-vuc.sk Gynline | digitalnavizitka.sk/rybanska-gynline","gyn_next_10_completed_batch11_with_persons.csv | gyn_combined_consolidated.csv","Oficiálny web uvádza hlavný e-mail a telefóny; digitálna vizitka uvádza aj alternatívne e-maily na objednávanie/doktorku.","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"64-50636066-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Gynline s.r.o.","Gynline s.r.o.","50636066","64-50636066-A0001","gynecology_obstetrics","P45953009201","P45953009201","1","P45953009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","40","1","1","1","Novozámocká","7","","Nitra","Nitra","NR","SK","Novozámocká 7, Nitra, Nitra, NR, SK","421377721040","","","","","","421377721040","","","","","","","MUDr. Emília Gödönyová","","","","","","MUDr. Emília Gödönyová","https://www.gynline.sk/","https://www.gynline.sk/ | https://www.gynline.sk/kontakt/","https://www.gynline.sk/ | https://www.gynline.sk/kontakt/ | https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/nitra/primarna-gynekologicko-porodnicka-ambulancia-mudr.-emilia-godonyova-nitra-gynline.html?page_id=127354","gyn_rows_221_230_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"62-35976576-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNMAM, s.r.o.","GYNMAM, s.r.o.","35976576","62-35976576-A0001","gynecology_obstetrics","P81460009201","P81460009201","1","P81460009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Mierová","1","1","Nové Mesto nad Váhom","Nové Mesto nad Váhom","TN","SK","Mierová 1/1, Nové Mesto nad Váhom, Nové Mesto nad Váhom, TN, SK","421327714255","421915379173","","","","","421327714255 | 421915379173","gynmam@zoznam.sk","","","","","gynmam@zoznam.sk","MUDr. Martina Lásiková","","","","","","MUDr. Martina Lásiková","","","https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/nove-mesto-nad-vahom/primarna-gynekologicko-porodnicka-ambulancia-nove-mesto-nad-vahom-gynmam.html?page_id=63290 | https://www.zzz.sk/zariadenie/23783-gynekologicka-ambulancia-gynmam-sro-mudr-martina-lasikova | https://www.azet.sk/firma/144399/gynmam-sro/","gyn_rows_281_290_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"68-46238514-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNMARE s.r.o.","GYNMARE s.r.o.","46238514","68-46238514-A0001","gynecology_obstetrics","P67622009201","P67622009201","1","P67622009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","31","1","1","1","Jána Hollého","180","60","Michalovce","Michalovce","KE","SK","Jána Hollého 180/60, Michalovce, Michalovce, KE, SK","421566442243","421918911876","","","","","421566442243 | 421918911876","info@gynmare.sk","objednavka@gynmare.sk","","","","info@gynmare.sk | objednavka@gynmare.sk","MUDr. Vladimír Klacik","","","","","","MUDr. Vladimír Klacik","","","gynmare.sk/kontakt | e-vuc.sk GYNMARE Michalovce","gyn_next_10_completed_batch11_with_persons.csv | gyn_combined_consolidated.csv","Web rozlišuje info e-mail pre lekára a objednávkový e-mail.","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"66-47951583-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GynMark s.r.o.","GynMark s.r.o.","47951583","66-47951583-A0001","gynecology_obstetrics","P97258009201","P97258009201","1","P97258009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","27.5","1","1","1","Námestie Janka Francis","372","6","Hnúšťa","Rimavská Sobota","BB","SK","Námestie Janka Francis 372/6, Hnúšťa, Rimavská Sobota, BB, SK","421475424365","421915219531","","","","","421475424365 | 421915219531","","","","","","","MUDr. Peter Marko","Barbora Stieranková","","","","","MUDr. Peter Marko | Barbora Stieranková","","","modernylekar.sk GynMark MUDr. Peter Marko | e-vuc.sk GynMark Hnúšťa","gyn_next_10_completed_batch11_with_persons.csv | gyn_combined_consolidated.csv","E-mail som nenašiel v spoľahlivom verejnom zdroji.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"66-47951583-A0002","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GynMark s.r.o.","GynMark s.r.o.","47951583","66-47951583-A0002","gynecology_obstetrics","P97258009202","P97258009202","1","P97258009202 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 02","12.5","1","1","1","Jesenského","835","1","Tisovec","Rimavská Sobota","BB","SK","Jesenského 835/1, Tisovec, Rimavská Sobota, BB, SK","421475511626","421952121986","421915219531","","","","421475511626 | 421952121986 | 421915219531","","","","","","","MUDr. Peter Marko","Barbora Stieranková","","","","","MUDr. Peter Marko | Barbora Stieranková","","","e-vuc.sk GynMark Tisovec | modernylekar.sk GynMark MUDr. Peter Marko","gyn_next_10_completed_batch11_with_persons.csv | gyn_combined_consolidated.csv","Pre Tisovec e-VÚC uvádza pevnú linku; Moderný lekár uvádza aj Tisovec mobil a spoločný mobil.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"65-36439401-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GynMart, gynekologické centrum, s.r.o.","GynMart, gynekologické centrum, s.r.o.","36439401","65-36439401-A0001","gynecology_obstetrics","N23855009201","N23855009201","1","N23855009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","38.5","1","1","1","Bjőrnsonova","","20","Martin","Martin","ZA","SK","Bjőrnsonova 20, Martin, Martin, ZA, SK","421434131563","421915445208","","","","","421434131563 | 421915445208","gynmart@gmail.com","","","","","gynmart@gmail.com","MUDr. Katarína Krkošková","","","","","","MUDr. Katarína Krkošková","","","e-vuc.sk GynMart Martin | profesionalnyregister.sk GynMart","gyn_next_10_completed_batch11_with_persons.csv | gyn_combined_consolidated.csv","Kontakt potvrdený cez e-VÚC; e-mail a telefón zhodne uvádza aj verejný register.","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"67-47440309-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Gynmaster s.r.o.","Gynmaster s.r.o.","47440309","67-47440309-A0001","gynecology_obstetrics","P64299009201","P64299009201","1","P64299009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","32.5","1","1","1","Sládkovičova","","10","Stará Ľubovňa","Stará Ľubovňa","PO","SK","Sládkovičova 10, Stará Ľubovňa, Stará Ľubovňa, PO, SK","421522388456","421903480860","","","","","421522388456 | 421903480860","","","","","","","MUDr. Ján Pružinský","","","","","","MUDr. Ján Pružinský","","","e-vuc.sk Gynmaster Stará Ľubovňa | zzz.sk Gynmaster MUDr. Ján Pružinský","gyn_next_10_completed_batch11_with_persons.csv | gyn_combined_consolidated.csv","E-mail som nenašiel v spoľahlivom verejnom zdroji.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"68-45502765-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNMED Košice s.r.o.","GYNMED Košice s.r.o.","45502765","68-45502765-A0001","gynecology_obstetrics","P24135009201","P24135009201","1","P24135009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","32","1","1","1","Pri Jazdiarni","1010","1","Košice - mestská časť Staré Mesto","Košice I","KE","SK","Pri Jazdiarni 1010/1, Košice - mestská časť Staré Mesto, Košice I, KE, SK","4218001234567","","","","","","4218001234567","gynmed.sro@gmail.com","","","","","gynmed.sro@gmail.com","doc. MUDr. Vladimír Kraus, CSc.","Mgr. Lucia Maternová","","","","","doc. MUDr. Vladimír Kraus, CSc. | Mgr. Lucia Maternová","","","gynmedkosice.sk | e-vuc.sk GYNMED Košice","gyn_next_10_completed_batch11_with_persons.csv | gyn_combined_consolidated.csv","Oficiálny web uvádza telefón v tvare 800 123 45 67; ponechané normalizované ako 4218001234567.","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"64-36738517-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Gynmed MD s.r.o.","Gynmed MD s.r.o.","36738517","64-36738517-A0001","gynecology_obstetrics","P48994009201","P48994009201","1","P48994009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","40","1","1","1","M. R. Štefánika","4","31","Šurany","Nové Zámky","NR","SK","M. R. Štefánika 4/31, Šurany, Nové Zámky, NR, SK","421356503442","421905520382","","","","","421356503442 | 421905520382","","","","","","","MUDr. Martina Delinčáková","","","","","","MUDr. Martina Delinčáková","","","https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/nove-zamky/primarna-gynekologicko-porodnicka-ambulancia-surany-gynmed-md.html?page_id=87903 | https://www.zzz.sk/zariadenie/22341-gynekologicko-porodnicka-ambulancia-mudr-martina-delincakova-gynmed-md-sro | https://www.azet.sk/firma/594635/gynmed-md-sro/","gyn_rows_241_250_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"65-46173633-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","GYNMED Žilina, s.r.o.","GYNMED Žilina, s.r.o.","46173633","65-46173633-A0001","gynecology_obstetrics","P34422009201","P34422009201 | P34422009202","2","P34422009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01 | P34422009202 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 02","40","1","1","1","Hálkova","","3","Žilina","Žilina","ZA","SK","Hálkova 3, Žilina, Žilina, ZA, SK","421911399535","421412399535","421911275729","","","","421911399535 | 421412399535 | 421911275729","info@gynmed.sk","durmis@gynmed.sk","","","","info@gynmed.sk | durmis@gynmed.sk","MUDr. Peter Durmis","MUDr. Petra Grofová Durmisová","","","","","MUDr. Peter Durmis | MUDr. Petra Grofová Durmisová","","","gynekologiazilina.sk | new.gynmed.sk | e-vuc.sk GYNMED Žilina","gyn_next_10_completed_batch11_with_persons.csv | gyn_combined_consolidated.csv","Hlavný web uvádza info e-mail a mobil; stránka lekárov uvádza kontakt na MUDr. Durmisa.","","","","gyn;sk;medical_partner_candidate;indexus_import",""
